definition,left_variant,right_variant,segment_type,segment_value,n_races,left_rmse,right_rmse,rmse_difference,ci_low,ci_high,interval_spans_zero,interval_available,verdict,races_favouring_left,races_favouring_right,small_sample,resampling_unit,n_clusters,bootstrap_resamples,bootstrap_seed,nesting,terms_added,terms_removed,left_components,right_components
current,baseline,special_pooled_term,incumbent_status,GOP_Incumbent,100,15.250063,15.348791,-0.098728,-0.246232,0.055267,True,True,undecided,56,44,False,election_date,6,10000,20260912,nested,is_special,,,
current,baseline,special_pooled_term,incumbent_status,No_Incumbent,113,17.855175,17.872671,-0.017495,-0.581587,0.692801,True,True,undecided,59,54,False,election_date,23,10000,20260912,nested,is_special,,,
current,baseline,special_pooled_plain,pooled,all,424,15.612249,15.610937,0.001312,-0.015953,0.022545,True,True,undecided,209,215,False,election_date,23,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,is_special,False,400,14.962211,14.961664,0.000547,-0.01728,0.021467,True,True,undecided,197,203,False,election_date,6,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,is_special,True,24,23.978838,23.969433,0.009406,-0.057792,0.071704,True,True,undecided,12,12,False,election_date,17,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,ballot_timing,midterm_dem_pres,165,14.396621,14.398811,-0.00219,-0.022758,0.012466,True,True,undecided,84,81,False,election_date,2,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,ballot_timing,midterm_gop_pres,72,18.987664,19.013559,-0.025895,,,,False,undecided,36,36,False,election_date,1,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,ballot_timing,presidential,163,13.42795,13.407877,0.020072,-0.007459,0.047806,True,True,undecided,77,86,False,election_date,3,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,ballot_timing,special,24,23.978838,23.969433,0.009406,-0.057792,0.071704,True,True,undecided,12,12,False,election_date,17,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,office,State Representative,323,16.037904,16.028539,0.009364,-0.01695,0.041646,True,True,undecided,150,173,False,election_date,16,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,office,State Senate,101,14.165396,14.193194,-0.027798,-0.07523,0.005875,True,True,undecided,59,42,False,election_date,14,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,pres_elec,False,261,16.833218,16.841231,-0.008013,-0.02598,0.014468,True,True,undecided,132,129,False,election_date,20,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,pres_elec,True,163,13.42795,13.407877,0.020072,-0.007459,0.047806,True,True,undecided,77,86,False,election_date,3,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,no_dem_candidate,False,413,15.122938,15.124593,-0.001656,-0.023961,0.023132,True,True,undecided,204,209,False,election_date,23,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,no_dem_candidate,True,11,28.432215,28.371315,0.0609,-0.148042,0.119725,True,True,undecided,5,6,False,election_date,5,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,incumbent_status,Dem_Incumbent,211,14.45127,14.455265,-0.003995,-0.037513,0.02269,True,True,undecided,99,112,False,election_date,6,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,incumbent_status,GOP_Incumbent,100,15.250063,15.224468,0.025595,-0.008114,0.064982,True,True,undecided,50,50,False,election_date,6,10000,20260912,identical,,,,
current,baseline,special_pooled_plain,incumbent_status,No_Incumbent,113,17.855175,17.86416,-0.008984,-0.037481,0.024894,True,True,undecided,60,53,False,election_date,23,10000,20260912,identical,,,,
current,baseline,special_split,pooled,all,424,15.612249,15.634555,-0.022306,-0.251103,0.324536,True,True,undecided,221,203,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,is_special,False,400,14.962211,15.088528,-0.126317,-0.350598,0.154361,True,True,undecided,211,189,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,is_special,True,24,23.978838,22.891765,1.087074,0.232209,1.740035,False,True,special_split lower,10,14,False,election_date,17,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,ballot_timing,midterm_dem_pres,165,14.396621,14.595122,-0.198501,-0.332095,-0.103161,False,True,baseline lower,89,76,False,election_date,2,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,ballot_timing,midterm_gop_pres,72,18.987664,19.582053,-0.594388,,,,False,undecided,49,23,False,election_date,1,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,ballot_timing,presidential,163,13.42795,13.178502,0.249448,0.041279,0.445201,False,True,special_split lower,73,90,False,election_date,3,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,ballot_timing,special,24,23.978838,22.891765,1.087074,0.232209,1.740035,False,True,special_split lower,10,14,False,election_date,17,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,office,State Representative,323,16.037904,16.048384,-0.01048,-0.236992,0.325657,True,True,undecided,165,158,False,election_date,16,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,office,State Senate,101,14.165396,14.230568,-0.065172,-0.438171,0.41039,True,True,undecided,56,45,False,election_date,14,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,pres_elec,False,261,16.833218,16.989244,-0.156026,-0.379873,0.378726,True,True,undecided,148,113,False,election_date,20,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,pres_elec,True,163,13.42795,13.178502,0.249448,0.041279,0.445201,False,True,special_split lower,73,90,False,election_date,3,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,no_dem_candidate,False,413,15.122938,15.147896,-0.024958,-0.271666,0.347419,True,True,undecided,215,198,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,no_dem_candidate,True,11,28.432215,28.405819,0.026395,-0.135163,0.136782,True,True,undecided,6,5,False,election_date,5,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,incumbent_status,Dem_Incumbent,211,14.45127,14.31293,0.138341,-0.067173,0.365407,True,True,undecided,105,106,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,incumbent_status,GOP_Incumbent,100,15.250063,15.44117,-0.191106,-0.477728,0.133729,True,True,undecided,57,43,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,special_split,incumbent_status,No_Incumbent,113,17.855175,17.990617,-0.135442,-0.659756,0.581055,True,True,undecided,59,54,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
current,baseline,baseline_num_candidates,pooled,all,424,15.612249,15.552033,0.060216,-0.102335,0.194553,True,True,undecided,199,225,False,election_date,23,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,is_special,False,400,14.962211,14.937074,0.025137,-0.153434,0.149216,True,True,undecided,189,211,False,election_date,6,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,is_special,True,24,23.978838,23.54481,0.434028,-0.194543,0.865982,True,True,undecided,10,14,False,election_date,17,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,ballot_timing,midterm_dem_pres,165,14.396621,14.237151,0.15947,0.119629,0.188457,False,True,baseline_num_candidates lower,67,98,False,election_date,2,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,ballot_timing,midterm_gop_pres,72,18.987664,18.820969,0.166695,,,,False,undecided,20,52,False,election_date,1,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,ballot_timing,presidential,163,13.42795,13.633475,-0.205526,-0.425438,-0.034814,False,True,baseline lower,102,61,False,election_date,3,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,ballot_timing,special,24,23.978838,23.54481,0.434028,-0.194543,0.865982,True,True,undecided,10,14,False,election_date,17,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,office,State Representative,323,16.037904,16.009745,0.028158,-0.173665,0.187799,True,True,undecided,155,168,False,election_date,16,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,office,State Senate,101,14.165396,13.988082,0.177314,0.052676,0.302372,False,True,baseline_num_candidates lower,44,57,False,election_date,14,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,pres_elec,False,261,16.833218,16.638366,0.194852,0.111282,0.34136,False,True,baseline_num_candidates lower,97,164,False,election_date,20,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,pres_elec,True,163,13.42795,13.633475,-0.205526,-0.425438,-0.034814,False,True,baseline lower,102,61,False,election_date,3,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,no_dem_candidate,False,413,15.122938,15.052482,0.070456,-0.106148,0.211639,True,True,undecided,191,222,False,election_date,23,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,no_dem_candidate,True,11,28.432215,28.563613,-0.131398,-0.344475,-0.00815,False,True,baseline lower,8,3,False,election_date,5,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,incumbent_status,Dem_Incumbent,211,14.45127,14.383233,0.068037,-0.10279,0.168832,True,True,undecided,101,110,False,election_date,6,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,incumbent_status,GOP_Incumbent,100,15.250063,15.323232,-0.073169,-0.202166,0.003216,True,True,undecided,46,54,False,election_date,6,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_num_candidates,incumbent_status,No_Incumbent,113,17.855175,17.704504,0.150671,-0.132794,0.401945,True,True,undecided,52,61,False,election_date,23,10000,20260912,nested,num_candidates,,,
current,baseline,baseline_pres_incumbent,pooled,all,424,15.612249,15.574627,0.037622,-0.068199,0.150802,True,True,undecided,217,207,False,election_date,23,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,is_special,False,400,14.962211,14.932739,0.029472,-0.089196,0.146993,True,True,undecided,208,192,False,election_date,6,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,is_special,True,24,23.978838,23.852481,0.126357,0.008147,0.265419,False,True,baseline_pres_incumbent lower,9,15,False,election_date,17,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,ballot_timing,midterm_dem_pres,165,14.396621,14.453024,-0.056404,-0.062958,-0.051939,False,True,baseline lower,91,74,False,election_date,2,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,ballot_timing,midterm_gop_pres,72,18.987664,18.69037,0.297294,,,,False,undecided,33,39,False,election_date,1,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,ballot_timing,presidential,163,13.42795,13.470278,-0.042328,-0.174006,0.059517,True,True,undecided,84,79,False,election_date,3,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,ballot_timing,special,24,23.978838,23.852481,0.126357,0.008147,0.265419,False,True,baseline_pres_incumbent lower,9,15,False,election_date,17,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,office,State Representative,323,16.037904,15.990548,0.047355,-0.045156,0.14322,True,True,undecided,168,155,False,election_date,16,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,office,State Senate,101,14.165396,14.162746,0.00265,-0.195268,0.185814,True,True,undecided,49,52,False,election_date,14,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,pres_elec,False,261,16.833218,16.755301,0.077917,-0.040901,0.253263,True,True,undecided,133,128,False,election_date,20,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,pres_elec,True,163,13.42795,13.470278,-0.042328,-0.174006,0.059517,True,True,undecided,84,79,False,election_date,3,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,no_dem_candidate,False,413,15.122938,15.071292,0.051646,-0.072991,0.181959,True,True,undecided,212,201,False,election_date,23,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,no_dem_candidate,True,11,28.432215,28.665551,-0.233337,-0.791747,0.552036,True,True,undecided,5,6,False,election_date,5,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,incumbent_status,Dem_Incumbent,211,14.45127,14.681022,-0.229752,-0.432542,-0.083843,False,True,baseline lower,137,74,False,election_date,6,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,incumbent_status,GOP_Incumbent,100,15.250063,14.920569,0.329494,-0.120273,0.736645,True,True,undecided,37,63,False,election_date,6,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_pres_incumbent,incumbent_status,No_Incumbent,113,17.855175,17.626805,0.228371,0.041628,0.441243,False,True,baseline_pres_incumbent lower,43,70,False,election_date,23,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,
current,baseline,baseline_year,pooled,all,424,15.612249,14.921446,0.690803,-0.307016,1.6488,True,True,undecided,184,240,False,election_date,23,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,is_special,False,400,14.962211,14.322707,0.639504,-0.497677,1.677337,True,True,undecided,174,226,False,election_date,6,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,is_special,True,24,23.978838,22.682074,1.296764,0.2705,2.015556,False,True,baseline_year lower,10,14,False,election_date,17,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,ballot_timing,midterm_dem_pres,165,14.396621,14.10279,0.293831,-0.510433,0.89574,True,True,undecided,81,84,False,election_date,2,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,ballot_timing,midterm_gop_pres,72,18.987664,16.100024,2.88764,,,,False,undecided,19,53,False,election_date,1,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,ballot_timing,presidential,163,13.42795,13.696125,-0.268175,-1.312603,0.858629,True,True,undecided,74,89,False,election_date,3,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,ballot_timing,special,24,23.978838,22.682074,1.296764,0.2705,2.015556,False,True,baseline_year lower,10,14,False,election_date,17,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,office,State Representative,323,16.037904,15.263529,0.774374,-0.167393,1.600426,True,True,undecided,145,178,False,election_date,16,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,office,State Senate,101,14.165396,13.77053,0.394866,-0.908135,1.910748,True,True,undecided,39,62,False,election_date,14,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,pres_elec,False,261,16.833218,15.638057,1.195161,0.004874,2.419822,False,True,baseline_year lower,110,151,False,election_date,20,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,pres_elec,True,163,13.42795,13.696125,-0.268175,-1.312603,0.858629,True,True,undecided,74,89,False,election_date,3,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,no_dem_candidate,False,413,15.122938,14.383185,0.739753,-0.365779,1.764503,True,True,undecided,179,234,False,election_date,23,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,no_dem_candidate,True,11,28.432215,28.546009,-0.113794,-1.671494,2.16214,True,True,undecided,5,6,False,election_date,5,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,incumbent_status,Dem_Incumbent,211,14.45127,13.873051,0.57822,-0.729999,1.619449,True,True,undecided,91,120,False,election_date,6,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,incumbent_status,GOP_Incumbent,100,15.250063,14.726445,0.523618,-0.736511,1.68705,True,True,undecided,45,55,False,election_date,6,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_year,incumbent_status,No_Incumbent,113,17.855175,16.856292,0.998883,0.141179,1.867226,False,True,baseline_year lower,48,65,False,election_date,23,10000,20260912,non-nested,1|election_date,pres_elec,,
current,baseline,baseline_national_env,pooled,all,424,15.612249,15.216671,0.395578,-0.984839,1.719854,True,True,undecided,211,213,False,election_date,23,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,is_special,False,400,14.962211,14.262894,0.699317,-0.318294,2.051707,True,True,undecided,202,198,False,election_date,6,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,is_special,True,24,23.978838,26.460583,-2.481745,-9.169046,2.351642,True,True,undecided,9,15,False,election_date,17,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,ballot_timing,midterm_dem_pres,165,14.396621,14.667178,-0.270557,-0.702081,0.044575,True,True,undecided,84,81,False,election_date,2,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,ballot_timing,midterm_gop_pres,72,18.987664,14.954808,4.032856,,,,False,undecided,29,43,False,election_date,1,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,ballot_timing,presidential,163,13.42795,13.515209,-0.087259,-0.183123,-0.013545,False,True,baseline lower,89,74,False,election_date,3,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,ballot_timing,special,24,23.978838,26.460583,-2.481745,-9.169046,2.351642,True,True,undecided,9,15,False,election_date,17,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,office,State Representative,323,16.037904,15.474754,0.56315,-0.474758,1.722254,True,True,undecided,161,162,False,election_date,16,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,office,State Senate,101,14.165396,14.360216,-0.19482,-3.67808,2.336298,True,True,undecided,50,51,False,election_date,14,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,pres_elec,False,261,16.833218,16.188809,0.644409,-1.939919,2.585918,True,True,undecided,122,139,False,election_date,20,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,pres_elec,True,163,13.42795,13.515209,-0.087259,-0.183123,-0.013545,False,True,baseline lower,89,74,False,election_date,3,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,no_dem_candidate,False,413,15.122938,14.665915,0.457023,-1.119054,1.980607,True,True,undecided,208,205,False,election_date,23,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,no_dem_candidate,True,11,28.432215,29.145677,-0.713463,-6.277647,1.209443,True,True,undecided,3,8,False,election_date,5,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,incumbent_status,Dem_Incumbent,211,14.45127,14.023912,0.427359,-0.224727,1.349588,True,True,undecided,113,98,False,election_date,6,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,incumbent_status,GOP_Incumbent,100,15.250063,14.605896,0.644167,-0.349182,1.690729,True,True,undecided,45,55,False,election_date,6,10000,20260912,nested,national_env,,,
current,baseline,baseline_national_env,incumbent_status,No_Incumbent,113,17.855175,17.68589,0.169285,-2.641812,2.523976,True,True,undecided,53,60,False,election_date,23,10000,20260912,nested,national_env,,,
current,baseline,baseline_money_share,pooled,all,409,15.742997,13.717954,2.025043,1.236729,2.816453,False,True,baseline_money_share lower,203,206,False,election_date,21,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,is_special,False,387,15.119355,13.326273,1.793081,0.932458,2.47337,False,True,baseline_money_share lower,192,195,False,election_date,6,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,is_special,True,22,24.216021,19.352456,4.863566,1.76129,7.281408,False,True,baseline_money_share lower,11,11,False,election_date,15,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,ballot_timing,midterm_dem_pres,156,14.690849,12.591961,2.098888,1.692884,2.713432,False,True,baseline_money_share lower,78,78,False,election_date,2,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,ballot_timing,midterm_gop_pres,70,19.187102,16.308541,2.878561,,,,False,undecided,32,38,False,election_date,1,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,ballot_timing,presidential,161,13.427513,12.554081,0.873432,-0.373319,1.913657,True,True,undecided,82,79,False,election_date,3,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,ballot_timing,special,22,24.216021,19.352456,4.863566,1.76129,7.281408,False,True,baseline_money_share lower,11,11,False,election_date,15,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,office,State Representative,312,16.15597,14.094943,2.061027,1.216522,2.918915,False,True,baseline_money_share lower,150,162,False,election_date,15,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,office,State Senate,97,14.334218,12.428065,1.906153,0.271548,3.322247,False,True,baseline_money_share lower,53,44,False,election_date,13,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,pres_elec,False,248,17.078964,14.423344,2.65562,2.092766,3.802683,False,True,baseline_money_share lower,121,127,False,election_date,18,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,pres_elec,True,161,13.427513,12.554081,0.873432,-0.373319,1.913657,True,True,undecided,82,79,False,election_date,3,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,no_dem_candidate,False,398,15.243012,13.408516,1.834496,0.975664,2.680188,False,True,baseline_money_share lower,199,199,False,election_date,21,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,no_dem_candidate,True,11,28.432215,22.178616,6.253599,-0.114722,8.729678,True,True,undecided,4,7,False,election_date,5,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,incumbent_status,Dem_Incumbent,202,14.636249,14.073895,0.562355,-0.400272,1.412201,True,True,undecided,105,97,False,election_date,6,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,incumbent_status,GOP_Incumbent,98,15.335476,12.99925,2.336226,0.237188,4.121646,False,True,baseline_money_share lower,48,50,False,election_date,6,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_share,incumbent_status,No_Incumbent,109,17.93148,13.678956,4.252524,3.007975,5.326854,False,True,baseline_money_share lower,50,59,False,election_date,21,10000,20260912,nested,money_share_primary,,,
current,baseline,baseline_money_logratio,pooled,all,409,15.742997,13.682873,2.060124,1.65276,2.578487,False,True,baseline_money_logratio lower,173,236,False,election_date,21,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,is_special,False,387,15.119355,13.211457,1.907898,1.513458,2.283058,False,True,baseline_money_logratio lower,164,223,False,election_date,6,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,is_special,True,22,24.216021,20.254535,3.961486,1.21298,6.479527,False,True,baseline_money_logratio lower,9,13,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,ballot_timing,midterm_dem_pres,156,14.690849,12.950273,1.740576,1.437018,2.193515,False,True,baseline_money_logratio lower,67,89,False,election_date,2,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,ballot_timing,midterm_gop_pres,70,19.187102,16.587259,2.599843,,,,False,undecided,33,37,False,election_date,1,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,ballot_timing,presidential,161,13.427513,11.722911,1.704602,1.153372,2.145452,False,True,baseline_money_logratio lower,64,97,False,election_date,3,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,ballot_timing,special,22,24.216021,20.254535,3.961486,1.21298,6.479527,False,True,baseline_money_logratio lower,9,13,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,office,State Representative,312,16.15597,13.868255,2.287715,1.848868,2.782691,False,True,baseline_money_logratio lower,126,186,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,
current,baseline,baseline_money_logratio,office,State Senate,97,14.334218,13.068775,1.265442,-0.240724,2.517197,True,True,undecided,47,50,False,election_date,13,10000,20260912,nested,money_logratio_primary,,,
